Gene_identifier,Root-Control,Root-SS,Shoot-Control,Shoot-SS
Ca_15860,35.6368,88.6962,72.2887,77.8778
Ca_15861,1.59257,2.3402,7.83692,10.4475
Ca_15862,0.0,0.399127,0.0,0.0
Ca_15863,0.0,0.0,0.0,0.0
Ca_15864,0.114956,0.0,0.0891627,0.445687
Ca_15865,214.33,166.24,6.43588,7.70024
Ca_15866,17.4456,27.4386,13.7574,20.6384
Ca_15867,81.662,181.926,0.505827,0.0459461
Ca_15868,7.03205,12.5141,9.08622,8.37685
Ca_15869,22.6644,21.9586,28.3771,34.8646
Ca_15870,0.0,0.0,0.295612,0.0
Ca_15871,17.7778,30.5254,15.1259,17.2767
Ca_15872,72.8058,174.828,7.43371,13.735
Ca_15873,7.09089,10.9732,12.3191,15.5837
Ca_15874,47.4529,31.1499,33.1841,25.9337
Ca_15875,0.413588,0.727551,0.791673,0.754354
Ca_15876,158.656,361.199,175.828,137.888
Ca_15877,0.468719,0.371865,32.204,33.6612
Ca_15878,0.0,0.499857,0.0,0.171607
Ca_15879,14.5178,20.9248,16.1965,12.8458
Ca_15880,0.0,0.0,0.0,0.0
Ca_15881,0.0436748,0.03242,0.164613,0.0
Ca_15882,0.0,0.0,0.0,0.0
Ca_15883,119.158,47.1699,444.638,344.368
Ca_15884,11.446,10.4233,23.3401,18.8237
Ca_15885,24.3572,33.8299,23.906,22.7813
Ca_15886,14.6453,7.70785,24.7403,13.7835
Ca_15887,21.6924,9.13436,15.2065,8.6784
Ca_15888,0.0,0.0,0.0,0.0
Ca_15889,29.8658,36.696,30.6343,33.2335
Ca_15890,58.0426,34.4277,45.0552,44.9679
Ca_15891,25.0455,49.3118,0.210815,0.213612
Ca_15892,4.93033,8.29734,6.79096,5.71461
Ca_15893,12.632,10.272,8.65052,12.4563
Ca_15894,27.8344,14.4534,22.1119,18.7446
Ca_15895,1.73004,1.63157,5.40861,4.43934
Ca_15896,15.3021,8.54442,36.9362,30.0919
Ca_15897,7.63529,3.97717,2.27055,0.562432
Ca_15898,36.9092,10.31,81.6692,83.7639
Ca_15899,11.828,10.2401,6.08834,8.59943
Ca_15900,0.0924309,0.0443041,0.0,0.0
Ca_15901,1.10182,0.572718,4.59533,2.76222
Ca_15902,0.0,0.0,0.0,0.0
Ca_15903,12.6808,25.0845,10.5593,14.6057
Ca_15904,2.72947,3.03924,8.06595,6.9848
Ca_15905,10.4896,9.44096,17.9185,8.84255
Ca_15906,13.1366,14.607,14.9429,10.686
Ca_15907,1.88677,6.81295,6.14617,4.82691
Ca_15908,0.0544181,2.24614,0.0830757,1.28329
Ca_15909,0.0,0.0,0.0,0.0
Ca_15910,0.0,0.0344319,0.0343322,0.207353
Ca_15911,10.5407,5.39666,9.17288,6.13305
Ca_15912,28.9736,40.246,25.9351,28.4335
Ca_15913,6.82353,13.3082,11.9779,10.1095
Ca_15914,21.5406,11.9837,33.8961,21.5808
Ca_15915,0.0,0.0,0.17204,0.0
Ca_15916,0.0,0.0,0.0,0.0
Ca_15917,57.0401,52.9159,61.6266,55.0912
Ca_15918,24.3794,18.4393,28.2112,28.3259
Ca_15919,32.8342,205.38,20.7297,19.9471
Ca_15920,58.2378,39.8625,0.66377,0.670225
Ca_15921,0.0244485,1.56053,0.414684,0.471319
Ca_15922,13.018,6.53427,11.8523,9.16481
Ca_15923,42.6731,33.6097,38.2616,35.2814
Ca_15924,3.67081,27.2391,107.861,115.099
Ca_15925,102.284,75.4503,3.03458,4.45299
Ca_15926,9.45971,10.0523,10.2079,12.5587
Ca_15927,6.53944,12.1613,17.8618,16.3762
Ca_15928,0.0,0.0,0.208306,0.0
Ca_15929,21.9266,20.1306,30.1155,59.8724
Ca_15930,0.424658,0.158222,0.158456,0.0
Ca_15931,12.0146,10.5912,10.1693,9.17316
Ca_15932,14.5827,12.6585,10.6518,12.7744
Ca_15933,34.7266,11.6628,33.6811,48.8982
Ca_15934,20.0923,26.5145,18.0557,26.9934
Ca_15935,3.37707,1.20501,23.3998,13.8788
Ca_15936,35.4701,22.5098,14.1744,6.51561
Ca_15937,11.6863,24.3488,11.0751,13.1722
Ca_15938,171.291,58.2641,0.592366,0.541326
Ca_15939,0.0,0.138303,0.0,0.0
Ca_15940,19.1046,33.3713,9.69133,14.0426
Ca_15941,0.0,0.0,0.0,0.0
Ca_15942,0.0,0.0,0.0,0.0
Ca_15943,5.17391,6.5351,0.606358,2.35466
Ca_15944,150.73,94.9935,115.365,126.861
Ca_15945,23.9092,12.8255,15.1103,14.3517
Ca_15946,87.0224,24.8469,96.8168,51.153
Ca_15947,49.0808,22.7753,14.778,9.28746
Ca_15948,0.0680286,0.209613,49.2503,20.1018
Ca_15949,1.81082,3.91905,7.14594,2.75809
Ca_15950,10.544,9.97614,27.4847,8.31667
Ca_15951,0.0,0.0586882,0.0,0.0
Ca_15952,12.1701,7.15301,11.6002,9.80719
Ca_15953,5.97604,2.21127,6.85,5.07316
Ca_15954,0.0,0.0,0.0,0.0
Ca_15955,9.64679,22.561,1638.34,1634.22
Ca_15956,17.313,13.3772,14.4228,12.8288
Ca_15957,0.0,0.0,0.0,0.0
Ca_15958,2.76508,2.46412,2.31044,2.56116
Ca_15959,17.139,13.8374,16.9096,18.0807
Ca_15960,0.0,0.0109216,17.6037,6.68125
Ca_15961,0.0,0.0,0.0,0.0
Ca_15962,0.0299764,0.0125177,28.3468,11.0765
Ca_15963,0.0,0.0,1.49889,0.515967
Ca_15964,8.73727,6.84701,11.8963,6.83767
Ca_15965,8.73479,5.24815,198.745,126.314
Ca_15966,7.95806,13.1239,18.1044,14.3232
Ca_15967,0.0,0.0,0.0,0.0
Ca_15968,31.0395,19.3587,0.125732,0.380692
Ca_15969,472.263,289.443,78.6399,225.362
Ca_15970,0.0,0.0160951,0.177886,0.0328893
Ca_15971,86.6564,42.0363,30.4506,29.2379
Ca_15972,66.2191,60.3014,76.9014,76.9195
Ca_15973,18.6673,14.3577,0.397995,1.22207
Ca_15974,5.82412,4.89302,3.77198,5.17317
Ca_15975,9.16687,6.40218,20.4564,23.6309
Ca_15976,0.654641,0.414282,0.167331,0.0
Ca_15977,1.30026,0.375866,875.206,774.265
Ca_15978,4.6131,7.15192,7.34171,5.13823
Ca_15979,935.563,339.449,1228.01,1227.5
Ca_15980,17.6596,14.2917,21.2697,19.9615
Ca_15981,1.93691,5.45464,4.23507,5.5688
Ca_15982,26.6542,32.3473,16.711,22.1599
Ca_15983,178.432,78.1451,137.871,143.276
Ca_15984,19.4693,47.5879,17.8714,18.6278
Ca_15985,30.0536,18.9066,30.7607,23.7902
Ca_15986,1.88232,0.844541,0.282819,0.286512
Ca_15987,9.40395,19.818,15.894,13.6198
Ca_15988,1.70545,0.902977,25.3264,20.4117
Ca_15989,6.01508,4.01062,1.24342,1.4698
Ca_15990,16.2218,21.5285,60.8312,122.376
Ca_15991,45.566,36.5085,30.434,47.4643
Ca_15992,31.6268,29.181,23.3759,40.6248
Ca_15993,11.9397,23.431,10.4716,20.4978
Ca_15994,1.45067,7.40905,3.57943,4.06646
Ca_15995,2.33145,5.66623,3.96583,6.03572
Ca_15996,61.178,35.7563,53.5663,48.4339
Ca_15997,0.0,0.0,0.0,0.0
Ca_15998,28.5912,16.9821,89.055,79.806
Ca_15999,703.564,316.018,274.009,332.292
Ca_16000,14.8246,14.4208,14.3879,15.8311
Ca_16001,34.4384,750.686,27.8132,101.521
Ca_16002,34.4384,750.686,27.8132,101.521
Ca_16003,16.0307,18.5383,49.5581,46.8573
Ca_16004,67.2609,35.6032,181.327,130.252
Ca_16005,4.50101,6.31214,4.0509,3.90683
Ca_16006,0.0,0.0,0.592187,0.268125
Ca_16007,0.218675,0.137414,0.111871,0.0285309
Ca_16008,0.0708101,0.0,1.05097,0.516102
Ca_16009,0.0,0.0,0.0,0.0
Ca_16010,11.113,1.82757,0.0923621,0.460598
Ca_16011,0.0,0.0,0.0,0.0
Ca_16012,71.8482,84.2863,90.1798,101.618
Ca_16013,3.66256,3.79229,51.4868,38.1854
Ca_16014,8.64163,6.72457,10.1461,10.3571
Ca_16015,8.58343,5.4823,12.0211,7.65186
Ca_16016,9.7763,25.1307,10.0251,14.1816
Ca_16017,0.206184,0.0,0.0,0.0
Ca_16018,0.0,0.0,0.0,0.0
Ca_16019,3.73014,7.23109,12.8857,11.2882
Ca_16020,21.8534,21.6022,21.9018,25.3843
Ca_16021,0.217473,0.61891,0.548566,1.27113
Ca_16022,15.2202,11.9581,17.0278,12.0791
Ca_16023,50.2403,49.6703,31.313,49.0037
Ca_16024,23.8247,19.6053,7.32734,9.71862
Ca_16025,108.04,58.2014,49.4032,63.9544
Ca_16026,71.2388,67.6563,51.5792,54.5708
Ca_16027,71.2388,67.6563,51.5792,54.5708
Ca_16028,71.2388,67.6563,51.5792,54.5708
Ca_16029,10.0766,10.518,8.00392,4.46778
Ca_16030,6.40174,9.35162,74.5414,67.601
Ca_16031,10.8402,18.312,9.24829,7.81999
Ca_16032,15.181,24.623,11.06,12.2872
Ca_16033,18.5865,18.2553,37.6854,18.8954
Ca_16034,21.3353,12.5223,68.8028,55.4182
Ca_16035,234.57,61.5599,176.976,150.557
Ca_16036,4.57396,11.3704,7.35049,13.5533
Ca_16037,1.44453,0.358607,13.2311,5.69257
Ca_16038,12.1455,18.9168,8.12791,11.5785
Ca_16039,12.5482,12.0836,31.751,18.4389
Ca_16040,82.4633,74.4191,101.241,78.3867
Ca_16041,0.173885,0.149382,2.98546,1.74699
Ca_16042,25.0214,8.88692,15.6048,12.3427
Ca_16043,40.3515,17.1908,26.5177,26.5682
Ca_16044,66.4644,84.8291,14.1425,22.8591
Ca_16045,18.3836,7.31886,7.12658,14.4908
Ca_16046,0.0678301,0.601804,0.290898,4.79598
Ca_16047,2.48861,2.54177,0.0,0.0
Ca_16048,0.622438,0.11763,1.80587,1.10247
Ca_16049,0.0,0.0,0.0,0.0
Ca_16050,17.0203,12.1389,19.6947,20.8211
Ca_16051,7.93467,11.103,6.22962,10.8164
Ca_16052,0.0,0.0,0.0,0.0
Ca_16053,194.538,157.495,168.023,138.242
Ca_16054,10.8042,16.3239,15.135,11.6813
Ca_16055,0.532156,1.06422,0.57155,0.290694
Ca_16056,4.78742,4.27169,6.69883,26.2667
Ca_16057,4.7443,11.7715,2.60061,5.69116
Ca_16058,0.0,0.0395007,0.0,0.0399745
Ca_16059,0.0,0.0,0.0,0.0
Ca_16060,4.89229,1.72235,0.0,0.0
Ca_16061,3.80989,21.1121,4.4659,1.77309
Ca_16062,17.9631,5.8642,16.4622,11.9184
Ca_16063,0.0,0.0,0.0,0.0
Ca_16064,0.0,0.0,0.0,0.0
Ca_16065,0.0,0.834922,0.141214,0.0
Ca_16066,0.104186,0.235454,0.913499,0.535778
Ca_16067,0.0,0.0,0.0,0.0
Ca_16068,0.0,0.0,0.0,0.0
Ca_16069,30.6321,26.8561,17.729,20.4433
Ca_16070,0.0,0.0,0.0,0.0
Ca_16071,0.381722,0.65418,0.0,0.0
Ca_16072,51.6482,16.9368,0.0,0.0
Ca_16073,19.1817,19.3264,10.8791,9.50666
Ca_16074,31.6377,39.6712,14.6878,21.8218
Ca_16075,20.5439,17.1618,31.6513,20.8763
Ca_16076,5.58883,9.60726,16.8736,17.4246
Ca_16077,0.0,0.0,0.0,0.0
Ca_16078,1.5761,1.31456,1.25344,1.33679
Ca_16079,2.09522,2.22691,2.84486,1.76022
Ca_16080,1.08523,0.369232,0.488926,0.37808
Ca_16081,18.1206,20.9988,4.66598,7.96632
Ca_16082,6.83246,30.6656,0.951605,2.32995
Ca_16083,30.961,11.6959,14.2203,15.114
Ca_16084,60.1202,17.2826,216.517,158.179
Ca_16085,0.250269,0.700323,0.327407,0.7482
Ca_16086,0.0,0.10189,0.402839,2.56781
Ca_16087,32.563,17.7462,21.3649,24.5151
Ca_16088,0.0,0.0,0.10229,0.408266
Ca_16089,0.0,0.0,0.561701,0.926795
Ca_16090,0.0,0.0,0.0779883,0.0196899
Ca_16091,0.0,0.0,0.804785,0.439605
Ca_16092,37.3329,36.1891,23.4169,19.8367
Ca_16093,4.82778,5.2356,14.7498,11.968
Ca_16094,8.8611,3.36353,1.64769,1.87039
Ca_16095,35.0786,13.796,0.622355,1.12549
Ca_16096,37.3591,17.1951,39.4118,24.8751
Ca_16097,8.42034,4.22293,0.0,0.0
Ca_16098,12.2303,11.5882,9.9269,7.32197
Ca_16099,0.0,0.041665,0.0,0.0
Ca_16100,0.236124,0.176923,0.182217,0.0
Ca_16101,33.6283,1.44311,0.0,0.0
Ca_16102,0.596702,0.169349,0.450677,0.993564
Ca_16103,5.85374,9.40998,3.9818,4.7703
Ca_16104,26.3413,23.7099,18.062,21.2072
Ca_16105,0.0,0.0,0.0,0.0
Ca_16106,0.0,0.0,0.0,0.0
Ca_16107,7.81624,16.4596,11.9617,12.2509
Ca_16108,2.65567,3.217,4.5504,2.48155
Ca_16109,0.0841407,0.0,0.0851463,0.0
Ca_16110,16.5841,14.8297,15.3842,8.78764
Ca_16111,0.0,0.159312,0.0,0.0794092
Ca_16112,70.1857,37.7018,90.7169,68.2682
Ca_16113,2.91583,3.44299,0.85464,1.30604
Ca_16114,9.161,29.4533,5.07276,5.06815
Ca_16115,0.0,0.0,0.0,0.0
Ca_16116,1.05716,0.297639,1.19772,1.53003
Ca_16117,54.5807,72.4002,16.1898,34.488
Ca_16118,93.8301,94.4801,71.7607,85.5651
Ca_16119,3.84006,2.0343,2.13019,2.39484
Ca_16120,3.70349,4.75286,15.4084,10.98
Ca_16121,1.06289,0.773962,21.3911,11.2245
Ca_16122,20.7101,21.7337,33.5244,32.4257
Ca_16123,0.473537,0.633658,1.58009,1.06276
Ca_16124,0.301491,0.119547,1.19509,0.934434
Ca_16125,0.476465,0.717987,6.43048,4.39552
Ca_16126,0.476465,0.717987,6.43048,4.39552
Ca_16127,2.1087,0.814366,2.77329,3.33917
Ca_16128,22.7207,44.3423,18.5843,23.2709
Ca_16129,4.32288,5.39989,4.81788,3.34572
Ca_16130,25.5881,22.2432,19.8215,24.5841
Ca_16131,16.0736,18.0331,19.1859,14.7357
Ca_16132,0.0,0.0,0.0,0.0
Ca_16133,13.2469,13.4849,41.2321,39.3417
Ca_16134,0.190925,0.0,0.0,0.146559
Ca_16135,2.45336,2.62352,4.02328,2.06837
Ca_16136,4.24511,3.20662,19.0618,9.58584
Ca_16137,0.995779,3.41984,0.406649,0.849826
Ca_16138,0.240284,0.243361,0.24667,0.311589
Ca_16139,39.3963,33.9352,23.5698,36.4383
Ca_16140,0.0,0.0,0.300855,0.609319
Ca_16141,0.955234,0.63865,2.7884,1.79024
Ca_16142,9.39327,3.02725,40.9825,29.7936
Ca_16143,19.7591,17.8662,46.16,43.8074
Ca_16144,0.120691,0.0,0.0,0.0468964
Ca_16145,17.7024,14.7088,46.8037,28.9068
Ca_16146,354.391,207.534,356.21,281.735
Ca_16147,3.97163,4.12173,5.76814,4.79304
Ca_16148,0.0,0.0,0.0,0.0
Ca_16149,0.0,0.0,0.0,0.0
Ca_16150,1.88128,2.34128,2.88555,2.16657
Ca_16151,2.12763,3.73483,3.00451,3.5616
Ca_16152,48.6991,61.1581,25.3277,61.0419
Ca_16153,20.1489,6.24959,19.8239,6.66665
Ca_16154,0.997688,0.884925,2.45501,1.4927
Ca_16155,0.542219,1.6028,8.09445,3.74128
Ca_16155,2.67912,1.72704,30.9514,20.968
Ca_16156,0.205831,0.197959,1.33561,0.662067
Ca_16157,28.3428,48.4058,3.39266,7.48245
Ca_16158,0.193993,0.0372437,0.0373746,0.0
Ca_16159,9.69581,7.40845,10.0761,6.95432
Ca_16160,1.53746,0.0,0.0,0.0
Ca_16161,1.45465,4.85206,2.30606,2.48127
Ca_16162,13.1985,13.574,5.00994,6.76976
Ca_16163,0.0,0.0,0.0,0.0
Ca_16164,10.7047,4.90445,6.18697,7.09036
Ca_16165,102.006,107.27,117.364,243.168
Ca_16166,0.0,0.0,0.0,0.0
Ca_16167,0.0,0.0,0.0,0.0
Ca_16168,97.1051,40.9794,54.1739,47.9814
Ca_16169,16.0034,11.6983,11.9425,9.78839
Ca_16170,0.371026,0.0,0.0,0.0
Ca_16171,0.350981,0.267716,0.136727,0.068979
Ca_16172,10.0167,14.7659,15.2339,18.6444
Ca_16173,1.36,2.24418,0.285596,0.182415
Ca_16174,1.06955,0.774968,50.5257,22.4354
Ca_16175,12.5032,11.0977,18.4562,16.2677
Ca_16176,0.0,0.0,0.0,0.0
Ca_16177,21.2285,13.651,17.4046,13.3887
Ca_16178,3.97491,9.49526,5.99098,5.34695
Ca_16179,3.9383,4.80715,0.142477,0.0
Ca_16180,38.0029,32.2303,19.9754,18.3837
Ca_16181,0.240366,0.36324,0.204348,0.208351
Ca_16182,1.4853,2.13516,0.817677,0.886929
Ca_16183,33.2034,98.5036,18.387,23.8139
Ca_16184,247.247,269.29,83.367,168.79
Ca_16185,90.5942,140.378,39.8918,59.874
Ca_16186,0.0505018,0.0,0.0,0.0
Ca_16187,10.3538,15.5275,18.6752,25.334
Ca_16188,9.61843,5.95182,14.5641,7.96972
Ca_16189,0.0,0.0550512,2.38036,2.72048
Ca_16190,14.0026,40.2154,20.6744,27.558
Ca_16191,4.2983,18.3499,3.13411,13.9594
Ca_16192,20.6495,23.452,22.8025,33.0494
Ca_16193,0.0,0.0,0.0,0.0
Ca_16194,0.0,0.0,1.88774,0.605448
Ca_16195,0.185548,0.0,0.141491,0.177311
Ca_16196,15.9284,10.7305,15.3644,13.303
Ca_16197,1.19265,0.13734,0.0,0.142322
Ca_16198,12.2219,18.2645,14.887,23.1223
Ca_16199,79.9022,63.8365,97.9969,86.6229
Ca_16200,0.0,0.0,0.51276,0.343163
Ca_16201,18.3989,18.0356,12.842,15.4583
Ca_16202,0.0,0.0,0.0,0.0
Ca_16203,20.2247,14.844,15.8881,17.6518
Ca_16204,34.1606,15.0457,14.0931,10.9853
Ca_16205,0.320664,0.0,0.0,0.0
Ca_16206,0.0,0.0,0.0,0.0
Ca_16207,24.3312,22.9265,18.1386,27.4071
Ca_16208,92.2934,42.764,25.2036,28.7038
Ca_16209,13.5536,4.82506,0.248012,0.292115
Ca_16210,55.9657,31.0982,17.0574,29.8317
Ca_16211,6.23513,6.36312,4.86878,4.11382
Ca_16212,0.48608,0.241564,1.39772,0.944723
Ca_16213,9.26198,8.41274,31.3632,25.3823
Ca_16214,11.2096,7.11818,6.18691,5.92438
Ca_16215,6.36338,9.75628,23.4932,10.0041
Ca_16216,13.9465,23.5085,2.46921,2.30871
Ca_16217,0.0,0.0,0.0,0.0
Ca_16218,0.0,0.0,0.0,0.0
Ca_16219,0.0,0.0,0.0,0.0
Ca_16220,0.0,0.0,4.62752,2.43866
Ca_16221,112.673,50.4951,37.6865,11.1582
Ca_16222,13.4257,8.86839,19.4174,18.2303
Ca_16223,5.64443,11.2639,8.83015,7.49359
Ca_16224,0.0,0.0,0.0,0.0
Ca_16225,0.512939,0.714387,0.56196,0.582285
Ca_16226,3.25901,7.29745,48.0678,45.2637
Ca_16227,13.2903,47.4997,10.7361,28.0731
Ca_16228,3.34464,3.11091,2.35091,2.39227
Ca_16229,0.693064,0.595574,1.16043,0.345589
Ca_16230,58.0049,35.4244,45.0847,40.6968
Ca_16231,0.0,0.0,0.0,0.0
Ca_16232,13.7448,10.8617,65.3153,56.961
Ca_16233,222.455,161.012,141.249,121.384
Ca_16234,0.53136,0.960709,2.60074,4.06757
Ca_16235,0.16348,0.531653,2.49243,3.16269
Ca_16236,0.963246,0.863459,1.96434,0.972375
Ca_16237,47.8538,48.6661,45.9897,48.1477
Ca_16238,0.394751,0.299169,0.150648,0.456132
Ca_16239,14.9993,110.112,8.23831,17.1973
Ca_16240,13.4381,14.9663,16.1515,17.7968
Ca_16241,13.6124,15.9805,9.96369,12.498
Ca_16242,13.9753,15.3074,14.8696,15.3292
Ca_16243,2.6899,2.61901,7.77293,4.44898
Ca_16244,1.47876,1.56674,5.65173,1.81655
Ca_16245,44.6082,47.4689,39.0189,41.6578
Ca_16246,17.6299,13.2554,40.6537,38.5528
Ca_16247,26.7497,6.17771,0.0,0.0473345
Ca_16248,0.0,0.0,0.0,0.0
Ca_16249,1.97245,1.15186,11.8155,8.32425
Ca_16250,28.7651,17.3745,12.6429,15.347
Ca_16251,0.0,0.0,0.0,0.0
Ca_16252,42.9544,28.5151,61.4009,65.0914
Ca_16253,20.7711,10.3207,17.2387,18.2516
Ca_16254,16.2904,2.00766,0.0,0.0
Ca_16255,5.58489,4.08321,7.52886,5.56833
Ca_16256,35.2834,41.5831,30.9683,40.943
Ca_16257,2.92066,22.0459,7.35771,0.85409
Ca_16258,3.98905,4.76142,4.62187,6.372
Ca_16259,18.4171,15.1323,36.1331,32.4005
Ca_16260,23.6486,24.7806,37.1513,25.9403
Ca_16261,33.8602,57.682,3.79635,5.77679
Ca_16262,33.8602,57.682,3.79635,5.77679
Ca_16263,0.0,0.0,0.0,0.0
Ca_16264,18.1176,18.006,11.4829,7.94567
Ca_16265,0.0884784,0.168951,0.439339,0.276442
Ca_16266,0.0,0.0,0.0343936,0.0
Ca_16267,3.03806,16.6037,4.51567,5.74637
Ca_16268,17.4984,44.7348,9.30126,12.8669
Ca_16269,25.3284,17.8038,21.8034,17.0808
Ca_16270,0.0195615,0.0307134,0.0311598,0.0
Ca_16271,0.0,0.0,0.0,0.0
Ca_16272,8.56719,50.4628,6.0785,13.4607
Ca_16273,13.0672,17.7054,5.28893,2.41118
Ca_16274,54.5806,39.8811,20.8939,35.8142
Ca_16275,160.88,65.5845,19.3168,18.415
Ca_16276,59.5736,38.5131,29.7711,39.1471
Ca_16277,26.3721,10.914,18.7741,15.3784
Ca_16278,17.1582,15.1645,21.884,9.14119
Ca_16279,5.90989,50.3268,43.7197,1102.9
Ca_16280,5.90989,50.3268,43.7197,1102.9
Ca_16281,0.0979768,19.556,25.7446,695.637
Ca_16282,37.7215,40.4639,42.6719,36.4518
Ca_16283,0.550329,1.04147,0.624826,0.211564
Ca_16284,20.2455,15.6316,15.876,15.7463
Ca_16285,2.11256,22.624,1.62103,1.51564
Ca_16286,0.621529,1.1425,6.77664,5.04156
Ca_16287,1.2105,1.68242,8.73659,4.32234
Ca_16288,6.2784,9.72425,4.51803,6.01508
Ca_16289,73.4879,15.5503,196.125,242.591
Ca_16290,10.5129,8.88302,23.9795,27.1368
Ca_16291,73.0969,30.7698,49.7426,54.2498
Ca_16292,9.64566,6.73317,10.2174,8.70246
Ca_16293,19.129,15.8813,21.2466,17.3747
Ca_16294,3.32503,11.2271,18.6253,10.189
Ca_16295,0.144691,0.54143,0.22428,0.112923
Ca_16295,6.26178,9.73093,5.61671,5.76098
Ca_16296,182.242,63.2522,41.7298,56.0159
Ca_16297,4.41512,6.40537,5.07219,5.6163
Ca_16297,0.282458,0.0828116,0.170573,0.343055
Ca_16298,0.842064,3.05688,1.29971,2.64209
Ca_16299,36.5371,63.383,13.4352,23.6776
Ca_16300,8.14298,6.38183,5.09149,20.351
Ca_16301,25.8168,28.146,28.9785,22.6236
Ca_16302,0.0,0.0423573,0.0858891,0.0
Ca_16303,8.15696,6.07023,9.6145,6.31028
Ca_16304,0.155737,0.29387,0.939475,0.413155
Ca_16305,5.25963,4.46792,56.3341,45.8484
Ca_16306,0.0,0.0,0.0,0.0
Ca_16307,3.67564,6.56777,5.79955,6.32618
Ca_16308,72.6379,39.0292,41.5318,48.5767
Ca_16309,72.6379,39.0292,41.5318,48.5767
Ca_16310,10.2643,14.9706,18.1942,25.1065
Ca_16311,36.9388,162.486,65.4452,32.6003
Ca_16312,105.627,52.8346,97.9235,45.1311
Ca_16313,34.4156,25.9215,12.5394,14.2306
Ca_16314,59.1179,35.2526,47.2442,48.3129
Ca_16315,0.0,0.299731,0.0,0.0
Ca_16316,7.59384,1.02365,0.0,0.0
Ca_16317,0.0,0.144815,0.360899,0.362255
Ca_16318,10.179,3.07717,5.91095,5.49092
Ca_16319,10.179,3.07717,5.91095,5.49092
Ca_16320,14.8545,30.6673,14.2327,21.9025
Ca_16321,14.8545,30.6673,14.2327,21.9025
Ca_16322,0.0,0.0,0.0,0.0874563
Ca_16323,1.0629,3.64554,0.904636,1.00593
Ca_16324,24.7833,23.9162,14.8782,14.2784
Ca_16324,10.2496,8.24175,9.22335,6.33987
Ca_16325,1.21244,1.17526,0.307126,0.309534
Ca_16326,13.4948,11.0226,20.844,24.1658
Ca_16327,0.0,0.0,0.751314,0.230691
Ca_16328,297.371,67.2748,50.8873,75.2673
Ca_16329,10.9319,5.37033,2.6729,2.2818
Ca_16330,45.1009,30.7484,4.09323,4.99223
Ca_16331,53.8281,27.2986,32.4858,24.4633
Ca_16332,120.202,307.715,81.1102,128.687
Ca_16333,0.125466,0.260161,0.0710631,0.0476759
Ca_16334,31.1287,239.45,9.49267,18.2651
Ca_16335,9.54722,4.4244,5.48041,4.1632
Ca_16336,12.9012,13.9722,12.1488,13.3829
Ca_16337,11.801,14.0199,14.6081,12.3512
Ca_16338,6.91642,7.24028,9.97362,7.71676
Ca_16339,8.22303,4.55222,12.4549,7.80039
Ca_16340,15.3618,109.506,12.594,23.4893
Ca_16341,0.0,3.11092,0.837818,0.343115
Ca_16342,1.45596,2.12993,2.24208,1.46046
Ca_16343,2.6646,11.7478,1.63217,2.21074
Ca_16344,0.820357,0.419876,8.08202,5.76058
Ca_16345,21.2494,28.0114,22.3324,23.1063
Ca_16346,16.1848,19.738,11.8286,14.3096
Ca_16347,6.85392,5.81949,6.83634,4.0317
Ca_16348,20.6804,22.8314,17.4999,20.5991
Ca_16349,0.757787,0.235141,1.35401,0.395853
Ca_16350,10.9129,7.57843,12.422,9.52895
Ca_16351,23.2455,29.6075,18.4105,20.651
Ca_16352,19.9339,19.2616,5.64646,8.62377
Ca_16353,30.6056,21.4461,15.987,15.1747
Ca_16354,0.0516108,0.307505,0.35156,0.759474
Ca_16355,0.103621,0.116318,0.316667,0.242447
Ca_16356,3.33495,0.803139,8.20571,3.71737
Ca_16357,36.129,21.7336,0.568091,0.19617
Ca_16358,47.4426,28.1441,44.9975,46.3981
Ca_16359,0.0912371,0.0,0.350292,0.570867
Ca_16360,1.49493,4.38873,4.18504,5.74064
Ca_16361,3.00895,7.1911,1.59893,2.66422
Ca_16362,36.8799,94.5264,1.32793,2.66722
Ca_16363,0.0,0.114197,0.0580386,0.118091
Ca_16364,31.2033,10.6779,11.562,22.767
Ca_16365,146.204,41.4081,1.09488,0.616174
Ca_16366,1.27812,19.6516,1.26609,0.519576
Ca_16367,5.84106,13.0201,31.5013,43.1473
Ca_16368,5.84106,13.0201,31.5013,43.1473
Ca_16369,6.22447,25.2186,2.66327,5.43263
Ca_16370,1.82192,2.48992,2.20732,3.78392
Ca_16371,0.0,0.0,0.0,0.0
Ca_16372,73.6086,47.4151,75.463,46.0948
Ca_16373,9.87068,7.01646,0.18496,0.372529
Ca_16374,9.78378,6.97561,7.79099,4.3499
Ca_16375,0.376119,0.101837,0.0,0.02569
Ca_16376,20.9177,25.0927,20.1416,29.6551
Ca_16377,0.0,0.0493576,0.0,0.0
Ca_16378,8.75833,19.2597,0.139837,0.743358
Ca_16379,8.75833,19.2597,0.139837,0.743358
Ca_16380,3.20498,201.046,0.219423,5.1906
Ca_16381,4.41793,2.53612,2.23968,14.8027
Ca_16382,30.2171,27.9138,26.9493,28.4755
Ca_16383,0.0486706,0.0938439,0.92047,0.971834
Ca_16384,10.544,33.7775,19.6537,18.546
Ca_16385,77.171,78.7402,6.82182,3.29505
Ca_16386,18.977,24.4313,11.8448,19.1896
Ca_16387,4.9887,2.81451,8.60933,8.50877
Ca_16388,296.903,191.041,54.3098,53.6748
Ca_16389,15.6002,24.9592,12.889,11.2855
