test_id,gene,FPKM-DS-C,FPKM-DS-D,FPKM-DT-C,FPKM-DT-D
XLOC_001940,Ca_00395,69.8381,49.3396,36.7677,45.4086
XLOC_000355,Ca_00396,62.2823,47.0383,44.9773,50.9102
XLOC_000356,Ca_00397,0.0948594,0.200414,0.140868,0.337444
XLOC_000357,Ca_00398,5.86099,8.00884,10.5153,7.04716
XLOC_001941,Ca_00399,0.0,0.0,0.0,0.0878109
XLOC_000358,Ca_00400,21.2522,17.442,20.16,15.094
XLOC_000359,Ca_00401,0.0,0.0,0.0,0.0
XLOC_001942,Ca_00402,23.505,18.3747,23.1368,21.893
XLOC_000360,Ca_00403,18.8596,23.1136,22.5394,22.3839
XLOC_000361,Ca_00404,1.87547,2.34835,2.51598,2.86275
XLOC_001943,Ca_00405,3.53556,3.62155,4.56379,5.58021
XLOC_000362,Ca_00406,184.271,163.329,174.623,195.075
XLOC_000363,Ca_00407,1.64464,1.58286,2.42219,2.39224
XLOC_000364,Ca_00408,9.71523,10.9757,12.034,16.7764
XLOC_001944,Ca_00409,3.05272,2.95605,4.14645,0.842269
XLOC_001945,Ca_00410,4.86006,5.01945,9.93799,2.04786
XLOC_001946,Ca_00411,26.6853,11.6191,33.2617,14.4292
XLOC_001947,Ca_00412,22.7826,30.8545,36.3876,50.0128
XLOC_001948,Ca_00413,9.05124,7.88243,17.8393,6.45889
XLOC_001949,Ca_00414,1360.34,209.111,197.551,566.496
XLOC_000365,Ca_00415,71.8151,53.6448,41.8798,65.259
XLOC_001950,Ca_00416,85.6854,60.9507,58.4733,62.1878
XLOC_001951,Ca_00417,4.55005,3.93721,1.63976,2.37136
XLOC_000366,Ca_00418,13.2716,11.2141,10.4475,12.4407
XLOC_001952,Ca_00419,44.5243,38.5486,24.3691,33.2679
XLOC_000367,Ca_00420,488.901,338.022,213.703,330.877
XLOC_001953,Ca_00421,0.221191,0.273552,0.36599,0.317512
XLOC_000368,Ca_00422,84.0016,9.17129,217.471,13.6862
XLOC_000369,Ca_00423,3.48719,4.10745,6.66279,6.08427
XLOC_000370,Ca_00424,97.8081,134.49,159.783,175.839
XLOC_000371,Ca_00425,132.999,21.9875,158.639,34.3025
XLOC_000372,Ca_00426,0.0471128,0.0634925,0.0471218,0.0
XLOC_001954,Ca_00427,0.0,0.0,0.0,0.0
XLOC_001955,Ca_00428,2.42625,3.83066,2.48053,2.98292
XLOC_001956,Ca_00429,0.0,0.0,0.0,0.0
XLOC_000373,Ca_00430,1.49083,2.35313,1.55883,2.1222
XLOC_001957,Ca_00431,24.0534,23.6904,23.8217,31.2658
XLOC_001958,Ca_00432,4.5646,3.81151,5.13431,5.46086
XLOC_000374,Ca_00433,230.617,164.049,133.156,177.218
XLOC_000375,Ca_00434,0.0,0.0,0.0,0.0
XLOC_000376,Ca_00435,0.0,0.111359,0.845673,0.202393
XLOC_000377,Ca_00436,0.0,0.0,0.0,0.0
XLOC_000378,Ca_00437,5.77371,1.66372,2.21304,2.18987
XLOC_001959,Ca_00438,17.7929,16.4385,18.3987,20.4805
XLOC_001960,Ca_00439,61.6642,46.4402,54.7452,61.3933
XLOC_001960,Ca_00440,61.6642,46.4402,54.7452,61.3933
XLOC_000379,Ca_00441,17.3354,12.9176,36.7607,14.9444
XLOC_000380,Ca_00442,0.026973,0.0293483,0.0639018,0.0
XLOC_000381,Ca_00443,0.0,0.0,0.0,0.0
XLOC_000382,Ca_00444,88.6658,78.5567,128.786,71.0285
XLOC_000383,Ca_00445,0.202184,0.0519248,0.0735699,0.0708938
XLOC_001961,Ca_00446,0.136213,0.0350221,0.265258,0.120225
XLOC_001962,Ca_00447,0.0,0.0,0.0,0.0
XLOC_001963,Ca_00448,0.0,0.0,0.0,0.0
XLOC_001964,Ca_00449,0.0514011,0.0,0.166667,0.100971
XLOC_001965,Ca_00450,15.3401,12.043,10.9554,16.5437
XLOC_000384,Ca_00451,0.44504,0.66401,0.841633,0.789902
XLOC_000385,Ca_00452,15.5956,17.9397,15.1364,23.2899
XLOC_000386,Ca_00453,56.4311,65.5926,70.769,52.0129
XLOC_001966,Ca_00454,144.252,122.013,120.683,124.276
XLOC_001967,Ca_00455,61.8034,56.7826,61.6394,61.9702
XLOC_001968,Ca_00456,25.5485,24.0517,23.2329,23.3497
XLOC_000387,Ca_00457,0.0338288,0.0650475,0.0488815,0.0277314
XLOC_001969,Ca_00458,0.0,0.0,0.0,1.09517
XLOC_000388,Ca_00459,0.0110672,0.0,0.0,0.0
XLOC_000389,Ca_00460,0.0635617,0.0,0.0,0.0
XLOC_000390,Ca_00461,0.459902,0.436651,0.767623,0.583395
XLOC_001970,Ca_00462,0.0774285,0.0252135,0.0745656,0.072094
XLOC_001971,Ca_00463,1.67095,1.759,1.84302,2.1198
XLOC_000391,Ca_00464,4.05592,7.23844,5.74423,9.14237
XLOC_000392,Ca_00465,13.5443,11.8327,14.1511,13.5708
XLOC_000393,Ca_00466,95.7588,19.1093,129.938,13.8063
XLOC_001973,Ca_00467,21.0816,31.6679,35.9537,32.0049
XLOC_001974,Ca_00468,4.03992,6.9252,4.9657,5.69578
XLOC_000394,Ca_00469,0.0,0.0,0.0,0.0
XLOC_000395,Ca_00470,22.4295,24.7507,26.8047,30.4195
XLOC_000396,Ca_00471,34.5276,30.0319,69.2864,36.772
XLOC_001975,Ca_00472,5.24664,6.04261,6.09703,8.1999
XLOC_000397,Ca_00473,11.3748,12.1014,10.9697,13.7102
XLOC_000398,Ca_00474,17.8707,15.6926,20.3075,24.8492
XLOC_000399,Ca_00475,1.22959,1.3375,1.78297,1.67445
XLOC_001976,Ca_00476,1.08071,2.31756,0.761966,1.60628
XLOC_000400,Ca_00477,21.4705,19.075,19.116,22.0901
XLOC_000401,Ca_00478,9.318,8.46023,10.6893,11.7179
XLOC_001977,Ca_00479,1.41585,0.0,1.50608,1.58108
XLOC_001978,Ca_00480,2.69145,2.04333,1.47875,2.62562
XLOC_001979,Ca_00481,37.7718,82.6366,72.9608,77.1246
XLOC_000402,Ca_00482,26.8366,40.8767,30.9727,26.4354
XLOC_001980,Ca_00483,40.3675,37.7354,41.1439,48.9945
XLOC_001981,Ca_00484,9.0702,14.5559,15.5423,16.0822
XLOC_000403,Ca_00485,1.34286,1.58266,1.71769,2.07047
XLOC_000404,Ca_00486,66.2642,31.1876,40.5322,45.4829
XLOC_001982,Ca_00487,4.00199,4.2644,4.8604,5.15569
XLOC_001983,Ca_00488,3.22555,7.47694,1.68943,15.4139
XLOC_000405,Ca_00489,0.0,0.0451303,0.041923,0.139012
XLOC_001985,Ca_00490,14.7867,14.0481,17.2593,12.9544
XLOC_000406,Ca_00491,35.4787,34.1906,38.6823,41.1271
XLOC_000407,Ca_00492,627.188,340.726,371.229,393.387
XLOC_001986,Ca_00493,34.6268,46.8473,50.2389,45.7489
XLOC_000408,Ca_00494,2.17116,1.21791,5.068,1.60472
XLOC_000409,Ca_00495,1.33002,1.76276,1.4579,2.49059
XLOC_000410,Ca_00496,0.425192,1.0581,1.1069,0.959569
XLOC_001987,Ca_00497,14.679,9.74721,9.97087,7.15573
XLOC_000411,Ca_00498,1.10346,1.48094,0.966703,1.17051
XLOC_000412,Ca_00499,2.68103,1.97809,0.775452,1.99614
XLOC_001989,Ca_00500,2.56075,3.08858,3.288,3.95044
XLOC_001990,Ca_00501,0.405822,0.0,0.411113,0.128992
XLOC_000413,Ca_00502,28.9385,36.0313,43.5718,38.3691
XLOC_001991,Ca_00503,0.202096,0.530173,0.474988,0.569164
XLOC_000414,Ca_00504,39.5852,24.8436,46.6208,50.0814
XLOC_001992,Ca_00505,1.06279,0.0,2.05035,0.464928
XLOC_000415,Ca_00506,449.541,418.464,362.771,376.896
XLOC_000416,Ca_00507,13.885,13.015,16.9123,12.7683
XLOC_001993,Ca_00508,91.267,34.288,72.1719,77.4149
XLOC_001994,Ca_00509,482.031,278.343,358.352,301.463
XLOC_000417,Ca_00510,1218.78,895.549,1273.41,1274.78
XLOC_000418,Ca_00511,0.0,0.0,0.0,0.0
XLOC_000419,Ca_00512,16.521,14.2271,22.8207,17.7391
XLOC_000420,Ca_00513,0.0,0.0,0.0,0.0
XLOC_001995,Ca_00514,0.0,0.317287,0.304618,0.40834
XLOC_001996,Ca_00515,5.66025,7.71063,6.28596,7.30095
XLOC_000421,Ca_00516,16.8958,18.6773,14.67,18.0785
XLOC_000422,Ca_00517,10.221,14.6462,13.9448,12.7834
XLOC_001997,Ca_00518,0.0,0.0,0.0,0.0
XLOC_001998,Ca_00519,2.28568,6.33765,6.48881,3.52597
XLOC_001999,Ca_00520,2.27586,1.4624,0.835253,0.779426
XLOC_000423,Ca_00521,0.0,0.378016,0.0,0.791456
XLOC_000424,Ca_00522,41.4599,46.7635,51.2614,47.9649
XLOC_002000,Ca_00523,13.0122,24.4828,20.9804,19.7212
XLOC_000425,Ca_00524,25.7286,29.9693,29.9343,35.3621
XLOC_002001,Ca_00525,0.0,0.0,0.0,0.0
XLOC_002002,Ca_00526,0.0,0.0,0.0,0.0
XLOC_000426,Ca_00527,59.1137,44.9396,56.7894,70.2173
XLOC_000427,Ca_00528,193.527,112.825,150.885,134.056
XLOC_000428,Ca_00529,254.918,155.317,209.602,186.603
XLOC_002003,Ca_00530,1.85746,2.53798,1.88213,2.18585
XLOC_001988,Ca_00531,3.31496,5.98612,7.79458,6.95048
XLOC_002004,Ca_00532,2.05917,2.12748,2.59055,3.43545
XLOC_002005,Ca_00533,7.7965,10.8576,8.63505,10.9336
XLOC_000429,Ca_00534,7.85472,7.92785,10.3022,9.59186
XLOC_000430,Ca_00535,66.5205,28.0327,77.6241,101.101
XLOC_002006,Ca_00536,26.4505,22.5363,23.4062,28.1621
XLOC_002007,Ca_00537,1.26785,1.11674,1.17952,1.04022
XLOC_000431,Ca_00538,0.0,0.0,0.0,0.0
XLOC_000432,Ca_00539,1203.95,768.981,832.332,911.418
XLOC_002008,Ca_00540,47.2875,19.5031,48.8116,30.5257
XLOC_002009,Ca_00541,2.83279,2.35825,4.18829,4.27456
XLOC_000433,Ca_00542,10.8464,12.9509,15.1295,15.9547
XLOC_000434,Ca_00543,3.04878,5.54309,5.44038,5.32299
XLOC_002010,Ca_00544,0.514086,0.62096,1.0085,0.800462
XLOC_000435,Ca_00545,0.0,0.0,0.0,0.0
XLOC_002011,Ca_00546,8.0799,12.2208,9.10582,8.74545
XLOC_002012,Ca_00547,0.0,0.0429003,0.0,0.0
XLOC_002013,Ca_00548,19.1017,30.289,17.4718,30.9541
XLOC_002014,Ca_00549,1.25487,1.53434,0.897726,1.2987
XLOC_000436,Ca_00550,18.396,27.3402,30.0352,28.6257
XLOC_000437,Ca_00551,17.8482,16.3931,44.3441,56.099
XLOC_000438,Ca_00552,17.8822,24.397,28.1507,21.3531
XLOC_000439,Ca_00553,0.279765,1.09461,0.897906,0.543772
XLOC_002015,Ca_00554,669.709,426.47,455.362,497.185
XLOC_002016,Ca_00555,37.3273,24.3842,32.8388,31.1403
XLOC_002017,Ca_00556,0.0,0.0556611,0.0,0.0444409
XLOC_002018,Ca_00557,0.221814,0.372882,0.96088,0.349491
XLOC_002019,Ca_00558,0.0,0.0,0.0,0.0
XLOC_000440,Ca_00559,52.6077,45.8239,41.2053,60.9503
XLOC_000441,Ca_00560,13.113,9.98669,14.8769,21.3891
XLOC_002020,Ca_00561,3.55956,5.27222,2.62269,3.20007
XLOC_002021,Ca_00562,22.0335,28.4115,24.2121,25.9266
XLOC_000442,Ca_00563,20.1606,19.9664,21.2633,28.7153
XLOC_000443,Ca_00564,7.2678,12.2688,9.68344,13.6104
XLOC_002022,Ca_00565,51.4943,51.8469,21.8976,40.4415
XLOC_000443,Ca_00566,7.2678,12.2688,9.68344,13.6104
XLOC_002023,Ca_00567,5.51558,5.45398,4.25358,5.60026
XLOC_002024,Ca_00568,0.485394,0.309403,0.306504,0.448176
XLOC_002025,Ca_00569,23.1709,21.6282,25.0291,28.3124
XLOC_000444,Ca_00570,33.5351,30.7559,27.7353,36.4438
XLOC_000445,Ca_00571,28.8225,27.3174,26.214,36.6114
XLOC_000446,Ca_00572,6.55049,6.3092,5.86918,6.74916
XLOC_002026,Ca_00572,387.355,284.833,327.564,285.718
XLOC_002027,Ca_00573,26.8416,20.9448,13.2973,17.4836
XLOC_002028,Ca_00574,88.8209,60.8673,102.386,47.8052
XLOC_000447,Ca_00575,8.45375,7.30053,6.4828,10.0241
XLOC_002029,Ca_00576,0.280126,0.667467,0.244437,0.214107
XLOC_002030,Ca_00577,6.92279,11.1729,9.55,11.1652
XLOC_002031,Ca_00578,1.7571,1.4153,1.75093,2.1451
XLOC_002032,Ca_00579,4.40584,5.00495,4.56103,5.11935
XLOC_002033,Ca_00580,84.2297,128.961,81.383,105.501
XLOC_000448,Ca_00581,0.0,0.0,0.0,0.0
XLOC_000449,Ca_00582,5.73945,7.13178,7.93862,6.85067
XLOC_000450,Ca_00583,0.0733035,0.0,0.0,0.0
XLOC_002034,Ca_00584,2.29807,4.15006,3.20044,4.58897
XLOC_002035,Ca_00585,55.6959,33.3076,46.9421,37.5054
XLOC_002036,Ca_00586,11.957,20.9396,18.3526,20.4664
XLOC_000451,Ca_00587,12.5368,20.5669,17.2059,20.7037
XLOC_002037,Ca_00588,7.33124,8.24058,6.26801,6.88583
XLOC_000452,Ca_00589,48.047,40.6775,66.3315,71.7936
XLOC_002038,Ca_00590,1.90011,2.29762,2.16527,2.39991
XLOC_002039,Ca_00591,20.6383,16.7551,18.2242,21.254
XLOC_000453,Ca_00592,13.2058,13.6467,16.9872,18.6411
XLOC_002040,Ca_00593,260.71,219.13,236.052,240.601
XLOC_000454,Ca_00594,187.039,168.093,188.618,179.989
XLOC_000455,Ca_00595,25.0232,18.1878,20.288,23.2942
XLOC_002041,Ca_00596,21.8511,24.1487,26.4389,24.3162
XLOC_000456,Ca_00597,77.6773,58.7753,91.5074,91.5729
XLOC_002042,Ca_00598,0.228561,0.151305,0.385197,0.12611
XLOC_002043,Ca_00599,11.254,15.1094,18.3002,11.2924
XLOC_000457,Ca_00600,8.25459,10.0919,10.215,9.75505
XLOC_002044,Ca_00601,53.0179,55.9822,57.7201,60.159
XLOC_002045,Ca_00602,0.0328029,0.0,0.0,0.0531647
XLOC_002046,Ca_00603,0.0,0.141726,0.0,0.0
XLOC_002047,Ca_00604,258.469,141.377,165.98,200.799
XLOC_002048,Ca_00605,22.0568,7.23545,21.6323,17.139
XLOC_002049,Ca_00606,32.8407,24.5468,29.5369,32.3097
XLOC_002050,Ca_00607,4.95095,5.26401,6.72811,4.60394
XLOC_000459,Ca_00608,12.2022,10.7449,8.5153,10.2515
XLOC_002051,Ca_00609,1128.44,770.206,807.049,1282.83
XLOC_000460,Ca_00610,29.2898,17.464,28.7002,27.7821
XLOC_000461,Ca_00611,100.589,42.9494,163.923,39.6352
XLOC_002052,Ca_00612,209.238,92.6794,91.4831,101.684
XLOC_000462,Ca_00613,13.9308,10.6124,5.66692,9.95587
XLOC_002053,Ca_00614,5.98942,7.54476,1.27453,2.22388
XLOC_000463,Ca_00615,0.0,0.191326,0.0,0.0
XLOC_002054,Ca_00616,23.5851,28.7741,30.106,30.1085
XLOC_002055,Ca_00617,43.9059,38.1426,65.5048,44.216
XLOC_000464,Ca_00618,25.1814,19.2886,22.5757,22.2703
XLOC_002056,Ca_00619,15.5461,7.89681,4.28642,4.89161
XLOC_002057,Ca_00620,52.4757,51.0333,57.7489,52.9241
XLOC_000465,Ca_00621,10.1219,7.32347,7.73608,11.2042
XLOC_000466,Ca_00622,0.0,0.0,0.0,0.0
XLOC_000467,Ca_00623,3.49072,7.46258,3.53069,4.41854
XLOC_000468,Ca_00624,68.4275,64.1673,78.8637,77.2412
XLOC_000469,Ca_00625,0.0,0.0,0.0,0.0
XLOC_002058,Ca_00626,7.93811,9.00348,18.9565,13.2659
XLOC_000470,Ca_00627,0.0850585,0.22749,0.102422,0.107949
XLOC_000471,Ca_00628,102.832,147.462,59.9182,237.353
XLOC_002059,Ca_00629,0.694799,0.64203,0.864885,0.884018
XLOC_000472,Ca_00630,61.1461,27.9635,49.3203,58.5855
XLOC_000473,Ca_00631,0.0,0.117669,0.0861569,0.062109
XLOC_000474,Ca_00632,9.9631,15.3386,14.8774,12.1322
XLOC_000475,Ca_00633,0.238805,0.240292,0.14108,0.742216
XLOC_000476,Ca_00634,3.34233,4.97624,5.38023,5.67117
XLOC_000477,Ca_00635,2.31028,2.18623,1.31444,1.52473
XLOC_000478,Ca_00636,12.7605,25.7037,18.4812,16.2769
XLOC_002060,Ca_00637,0.0,0.0,0.0,0.0
XLOC_000479,Ca_00638,0.0,0.161,0.175424,0.0
XLOC_000480,Ca_00639,0.0,0.0,0.0,0.0
XLOC_000481,Ca_00640,156.212,156.192,111.56,203.544
XLOC_002061,Ca_00641,3.82729,4.28235,3.82476,4.34812
XLOC_002062,Ca_00642,491.592,479.928,409.181,549.091
XLOC_000482,Ca_00643,84.5594,154.618,57.1903,136.909
XLOC_000483,Ca_00644,28.0651,49.2842,38.1437,29.9776
XLOC_000484,Ca_00645,0.0,0.0,0.0,0.197095
XLOC_000485,Ca_00646,0.0,0.0,0.0,0.0
XLOC_000486,Ca_00647,4.5134,2.07615,4.67769,8.66382
XLOC_002063,Ca_00648,30.4866,4.59422,53.8278,6.67301
XLOC_002064,Ca_00649,7.69132,2.34523,16.1934,3.16987
XLOC_000487,Ca_00650,149.532,126.623,137.036,151.448
XLOC_000488,Ca_00651,16.3431,1.33763,20.9758,2.45322
XLOC_000489,Ca_00652,29.1842,19.579,28.3802,25.1834
XLOC_000489,Ca_00653,29.1842,19.579,28.3802,25.1834
XLOC_002065,Ca_00654,5.81395,2.12794,3.64201,3.68689
XLOC_002066,Ca_00655,29.0714,29.7296,36.6657,49.1716
XLOC_002067,Ca_00656,82.4204,78.3596,172.788,61.9097
XLOC_000490,Ca_00657,2.50926,2.4414,2.02289,3.05914
XLOC_002068,Ca_00658,0.0,0.171283,0.285304,0.983346
XLOC_000491,Ca_00659,36.3063,33.6634,29.9009,37.5644
XLOC_000492,Ca_00660,0.33153,0.375346,0.329146,0.376084
XLOC_000493,Ca_00661,0.0,0.0,0.0,0.0
XLOC_002069,Ca_00662,10.0398,11.9047,11.2513,11.4848
XLOC_002070,Ca_00663,0.0202152,0.0522567,0.0487731,0.106891
XLOC_002071,Ca_00664,18.2559,35.9148,21.2416,24.7256
XLOC_000494,Ca_00665,1.66917,2.85142,2.25482,1.72057
XLOC_002072,Ca_00666,41.5847,53.8338,46.3426,52.6699
XLOC_002073,Ca_00667,20.777,19.571,22.5088,24.9523
XLOC_002074,Ca_00668,2.68285,3.66216,4.54598,2.44538
XLOC_000496,Ca_00669,55.0706,64.5074,48.9318,50.0484
XLOC_002075,Ca_00670,55.8154,59.6996,59.6528,62.0632
XLOC_002076,Ca_00671,4.10047,6.23277,6.6088,6.09158
XLOC_002077,Ca_00672,10.8143,9.39414,9.38168,13.8977
XLOC_002078,Ca_00673,70.1175,36.9123,70.9723,82.2756
XLOC_002079,Ca_00674,0.0,0.0,0.0,0.0
XLOC_000497,Ca_00675,0.754898,0.72562,1.56811,1.54653
XLOC_000498,Ca_00676,34.1326,21.1665,22.0576,36.2846
XLOC_000499,Ca_00677,715.656,539.944,678.167,413.851
XLOC_002080,Ca_00678,0.224462,0.135032,0.0361968,0.31586
XLOC_002081,Ca_00679,48.7254,58.0288,65.7615,36.9259
XLOC_000500,Ca_00680,7.45136,9.74383,6.67163,8.74026
XLOC_000501,Ca_00681,7.11463,6.14327,10.6475,7.5611
XLOC_002082,Ca_00682,12.941,16.0315,15.9612,20.2952
XLOC_002083,Ca_00683,116.391,75.7122,84.5937,80.5881
XLOC_000502,Ca_00684,444.64,318.046,361.526,308.319
XLOC_002084,Ca_00685,28.2193,30.1331,31.467,33.7423
XLOC_002085,Ca_00686,0.0342975,0.0,0.0,0.0
XLOC_002086,Ca_00687,0.0,0.0,0.0,0.0
XLOC_000503,Ca_00688,18.7133,15.7801,19.9492,22.7571
XLOC_002087,Ca_00689,43.3204,49.2757,51.1833,62.8314
XLOC_000504,Ca_00690,37.3484,26.959,26.2068,30.4832
XLOC_002088,Ca_00691,29.4608,34.8626,36.9755,31.08
XLOC_002089,Ca_00692,174.657,108.808,130.074,103.176
XLOC_000505,Ca_00692,307.633,217.85,243.456,249.995
XLOC_002090,Ca_00693,15.9145,9.20918,14.4128,16.0851
XLOC_000506,Ca_00694,840.727,534.776,1047.32,1182.52
XLOC_002092,Ca_00695,0.879159,1.29496,1.49653,2.90876
XLOC_002093,Ca_00696,25.3698,20.5229,39.7253,24.9627
XLOC_000507,Ca_00697,359.234,211.819,275.322,294.98
XLOC_000508,Ca_00698,255.541,66.612,157.67,73.325
XLOC_000509,Ca_00699,56.8232,62.1007,61.9713,52.2471
XLOC_000510,Ca_00700,414.91,247.318,252.264,184.987
XLOC_002094,Ca_00701,264.304,120.387,457.387,99.674
XLOC_008502,Ca_00702,12.6736,25.5324,29.0559,30.9964
XLOC_008503,Ca_00703,29.9915,26.4144,9.92381,13.8926
XLOC_007096,Ca_00704,34.7691,16.9984,51.1898,52.7611
XLOC_008504,Ca_00705,32.5329,25.0088,18.7449,17.1635
XLOC_008505,Ca_00706,16.4849,27.0954,32.8253,26.587
XLOC_007097,Ca_00707,4.98983,5.28781,2.78661,6.57504
XLOC_008507,Ca_00708,3.89567,4.37537,5.79531,4.26391
XLOC_007098,Ca_00709,233.347,192.069,180.924,189.492
XLOC_007099,Ca_00710,8.16843,6.04461,11.7876,13.7473
XLOC_008508,Ca_00711,0.0668682,0.0635744,0.274332,0.116061
XLOC_007102,Ca_00712,0.170146,0.954923,0.0,0.971188
XLOC_007103,Ca_00713,16.0381,12.9271,14.5727,25.3779
XLOC_007104,Ca_00714,192.195,130.308,122.26,114.307
XLOC_007105,Ca_00715,0.0,0.0,0.0,0.298045
XLOC_007106,Ca_00716,6.71042,6.49464,5.25663,6.01859
XLOC_007107,Ca_00717,2.98086,1.86268,1.35191,1.66481
XLOC_008509,Ca_00718,0.111814,0.0,0.126653,0.165481
XLOC_008510,Ca_00719,6.80483,7.93279,9.67414,12.9972
XLOC_008511,Ca_00720,0.654041,0.203041,0.550809,0.848057
XLOC_007108,Ca_00721,81.4334,59.4313,63.3536,67.4974
XLOC_007109,Ca_00722,111.914,79.0254,97.8288,115.654
XLOC_008512,Ca_00723,10034.7,5849.71,4989.8,7911.25
XLOC_007110,Ca_00724,1.42041,0.69173,0.440284,1.01586
XLOC_007111,Ca_00725,4.6491,6.23773,9.38497,7.84993
XLOC_007112,Ca_00726,2.60604,5.11495,2.79022,3.53186
XLOC_007113,Ca_00727,13.5993,16.5872,9.44362,13.7168
XLOC_007114,Ca_00728,9.3334,7.74437,11.3219,10.1517
XLOC_007115,Ca_00729,3.38888,2.64949,2.73185,2.82319
XLOC_008513,Ca_00729,0.281451,0.198754,0.0803078,0.289962
XLOC_007116,Ca_00730,32.1471,50.636,25.6831,43.8685
XLOC_008516,Ca_00731,0.488344,0.717075,1.82187,1.59816
XLOC_008517,Ca_00732,7.56616,13.5931,13.5498,13.9792
XLOC_008518,Ca_00733,5.17512,1.62804,0.684843,0.185155
XLOC_008519,Ca_00734,17.9963,18.4862,20.8103,25.1365
XLOC_008520,Ca_00735,7.60741,6.18676,6.28846,11.0503
XLOC_007117,Ca_00736,143.189,131.058,146.129,97.8001
XLOC_008521,Ca_00737,5.46341,6.11812,7.14765,13.2247
XLOC_007118,Ca_00738,8.4554,10.1516,5.19191,8.33839
XLOC_007119,Ca_00739,8.2152,9.51825,10.7118,8.27985
XLOC_007120,Ca_00740,0.0225654,0.0638847,0.102386,0.0591669
XLOC_007121,Ca_00741,19.3933,25.5071,28.6564,27.7772
XLOC_008522,Ca_00742,6.03504,11.8753,8.44891,8.97259
XLOC_008523,Ca_00743,13.2011,12.8817,10.7542,16.1706
XLOC_007122,Ca_00744,96.3023,77.2771,80.8838,86.3935
XLOC_008524,Ca_00745,13.1683,21.0213,20.633,20.3016
XLOC_007123,Ca_00746,0.825015,1.24312,0.844908,1.23867
XLOC_007124,Ca_00747,0.10875,0.0,0.0908323,0.220138
XLOC_007125,Ca_00748,82.8825,66.4002,112.139,135.202
XLOC_007126,Ca_00749,608.193,373.197,456.458,427.136
XLOC_008525,Ca_00750,0.0,0.0645818,0.0,0.0
XLOC_008526,Ca_00751,35.7736,26.0354,22.821,25.0355
XLOC_007127,Ca_00752,6.271,0.417331,0.62078,0.349575
XLOC_008527,Ca_00753,188.011,126.609,118.954,119.387
XLOC_008528,Ca_00754,30.471,31.6878,40.8575,45.7902
XLOC_007128,Ca_00755,71.9627,130.543,45.2872,117.192
XLOC_008529,Ca_00756,5.89002,9.05426,7.70089,10.8518
XLOC_007129,Ca_00757,1.77348,2.68469,0.571878,2.06819
XLOC_007130,Ca_00758,7.05616,9.06181,8.73835,11.768
XLOC_007131,Ca_00759,0.691524,1.34963,1.10394,0.871844
XLOC_008530,Ca_00760,172.827,103.701,90.2005,108.061
XLOC_007132,Ca_00761,2872.75,1732.69,2121.78,2214.34
XLOC_007133,Ca_00762,73.2114,74.4266,78.7421,78.2083
XLOC_008531,Ca_00763,90.2815,87.7778,83.3205,85.3833
XLOC_007134,Ca_00764,12.4725,17.7433,18.1749,17.47
XLOC_007135,Ca_00765,87.9824,83.7238,74.129,103.199
XLOC_007136,Ca_00766,6.17213,5.95833,5.25156,6.93508
XLOC_007137,Ca_00767,3.86494,2.86492,4.53802,4.6276
XLOC_007138,Ca_00768,0.219105,0.701784,1.92831,0.272809
XLOC_008533,Ca_00769,11.7933,18.2402,14.5732,15.2431
XLOC_008534,Ca_00770,0.0,0.0206615,0.0697419,0.0
XLOC_008535,Ca_00771,221.862,218.206,182.753,119.15
XLOC_007139,Ca_00772,3.6069,2.24209,2.63246,5.5735
XLOC_008536,Ca_00773,9.82033,11.0101,10.8817,8.96251
XLOC_007140,Ca_00774,0.0,0.0,0.0,0.0
XLOC_008537,Ca_00775,0.0,0.0410479,0.0,0.21766
XLOC_008538,Ca_00776,7.00324,4.93777,9.26158,13.1512
XLOC_008539,Ca_00777,3.73278,6.60045,5.84901,5.01992
XLOC_007141,Ca_00778,0.0870272,0.355422,0.394797,0.580969
XLOC_008540,Ca_00779,31.8979,28.3382,29.5009,30.0916
XLOC_007142,Ca_00780,0.386455,0.713991,0.458896,0.712739
XLOC_008540,Ca_00781,31.8979,28.3382,29.5009,30.0916
XLOC_008541,Ca_00782,106.33,65.2086,107.805,94.1131
XLOC_008542,Ca_00783,17.0812,7.77977,17.7004,8.439
XLOC_007143,Ca_00784,490.737,263.36,329.249,308.435
XLOC_008543,Ca_00785,17.5595,19.2458,26.4113,17.9693
XLOC_008544,Ca_00786,9.08201,8.38375,10.0415,8.35942
XLOC_007144,Ca_00787,0.0,0.110807,0.133239,0.0
XLOC_007145,Ca_00788,0.35956,0.0510329,0.393577,0.370917
XLOC_007146,Ca_00789,122.536,80.2862,76.3269,81.9869
XLOC_008545,Ca_00790,105.971,122.781,132.619,125.74
XLOC_007147,Ca_00791,3.18537,2.62394,2.11129,2.83407
XLOC_008546,Ca_00792,1.2885,2.30528,1.18136,2.23326
XLOC_007148,Ca_00793,11.3212,13.7684,13.959,16.0886
XLOC_007149,Ca_00794,0.989415,0.89086,0.0,0.37955
XLOC_008547,Ca_00795,40.4824,46.5166,41.2162,48.9188
XLOC_007150,Ca_00796,1333.79,621.036,876.773,1302.07
XLOC_007151,Ca_00797,68.8331,66.6535,70.5376,70.9986
XLOC_008548,Ca_00798,45.1343,34.4253,39.6073,34.7443
XLOC_007152,Ca_00799,31.576,26.1705,26.9787,32.1784
XLOC_008549,Ca_00800,2.06555,3.4485,2.78412,3.02112
